"자치구별(1)",자치구별(2),2023,2023,2023,2023,2023,2023
"자치구별(1)",자치구별(2),합계,합계,합계,합계,합계,합계
"자치구별(1)",자치구별(2),소계,승용차,승합차,화물차,특수차,이륜차
"자치구별(1)",자치구별(2),계,계,계,계,계,계
"서울시",소계,3191162,2776116,91067,312590,11389,423237
"서울시",종로구,50768,41598,3303,5588,279,12882
"서울시",중구,54772,44699,2892,6716,465,14355
"서울시",용산구,74770,66446,2070,6082,172,17989
"서울시",성동구,104416,90774,2842,10489,311,16896
"서울시",광진구,97627,84058,2601,10730,238,19169
"서울시",동대문구,102637,87240,2883,12210,304,24458
"서울시",중랑구,116428,97492,3725,14661,550,25331
"서울시",성북구,122505,107609,4134,10465,297,23743
"서울시",강북구,74549,62790,3010,8476,273,18019
"서울시",도봉구,95127,81519,3033,10219,356,13352
"서울시",노원구,152510,135346,4309,12332,523,15120
"서울시",은평구,135169,118722,3899,12168,380,19704
"서울시",서대문구,91648,80954,2610,7833,251,13741
"서울시",마포구,122309,106357,3324,11823,805,14740
"서울시",양천구,151409,132431,3998,14266,714,12990
"서울시",강서구,205821,178414,5720,21013,674,18545
"서울시",구로구,147818,125670,4849,16816,483,14958
"서울시",금천구,92139,75317,3279,13247,296,13881
"서울시",영등포구,144663,121389,4080,18100,1094,14187
"서울시",동작구,106496,95838,2488,7829,341,13789
"서울시",관악구,118303,102778,3522,11632,371,21786
"서울시",서초구,177103,157061,3792,15788,462,11622
"서울시",강남구,253856,232480,4601,16243,532,15690
"서울시",송파구,244299,214586,5892,23044,777,18757
"서울시",강동구,154020,134548,4211,14820,441,17526
"서울시",기타,-,-,-,-,-,7
